Customer,Address,Phone,Personnummer,BankAccount
Selma Johansen,"Idrottsgatan 7, 82938 Borås",+46 (0)611 401 31,351209-0758,SE8902PVKW44410885827912
Vera Larsson,"Kvarnstigen 349, 72747 Örnsköldsvik",+46 (0)81 64 44 10,001222-5074,SE8902GWVM62767929461194
Vera Larsson,"Kvarnstigen 349, 72747 Örnsköldsvik",+46 (0)81 64 44 10,001222-5074,SE8902VZIC84190990824786
Tilde Åkerlund,"Kyrkostigen 35, 83291 Borlänge",08-639 868 11,850504-6402,SE8902FZSE04507369196975
Tilde Åkerlund,"Kyrkostigen 35, 83291 Borlänge",08-639 868 11,850504-6402,SE8902AHEK16327695149432
Vendela Andersson-Ericson,"Skolstigen 39, 55432 Sandviken",025-15 16 63,950406-8751,SE8902HHYH75290662440061
Vendela Andersson-Ericson,"Skolstigen 39, 55432 Sandviken",025-15 16 63,950406-8751,SE8902PZCA54916652714719
Ann-Christine Sandberg,"Industristigen 01, 76116 Skövde",0263-52 18 40,941216-9394,SE8902ZEFG02654072612379
Ann-Christine Sandberg,"Industristigen 01, 76116 Skövde",0263-52 18 40,941216-9394,SE8902KECX77454952878335
Ann-Christine Sandberg,"Industristigen 01, 76116 Skövde",0263-52 18 40,941216-9394,SE8902PHBP23745285759120
Iréne Nordström,"Björkgränd 480, 95176 Stockholm",+46 (0)055 477 24,820612-6826,SE8902UEXU77157980119965
Iréne Nordström,"Björkgränd 480, 95176 Stockholm",+46 (0)055 477 24,820612-6826,SE8902PNDT46225493958789
Iréne Nordström,"Björkgränd 480, 95176 Stockholm",+46 (0)055 477 24,820612-6826,SE8902YSFJ49641407660452
Elisabet Olsson,"Fabriksgränd 869, 16516 Kristianstad",0764-27 99 04,630903-2362,SE8902CGGN44982096405890
Elisabet Olsson,"Fabriksgränd 869, 16516 Kristianstad",0764-27 99 04,630903-2362,SE8902VNVB26444807190551
Madeleine Eriksson,"Kvarnvägen 813, 99371 Örnsköldsvik",+46 (0)179 655 13,781020-8921,SE8902FQRK02607941091284
Madeleine Eriksson,"Kvarnvägen 813, 99371 Örnsköldsvik",+46 (0)179 655 13,781020-8921,SE8902XNNG22633901157104
Madeleine Eriksson,"Kvarnvägen 813, 99371 Örnsköldsvik",+46 (0)179 655 13,781020-8921,SE8902UYST13141852485912
Helena Ali,"Industristigen 3, 53144 Örebro",08-51 66 82,481105-9429,SE8902AXJS46097747161697
Helena Ali,"Industristigen 3, 53144 Örebro",08-51 66 82,481105-9429,SE8902LKFN92509719749146
Gerd Engström,"Industrigatan 35, 82147 Skellefteå",+46 (0)8 275 218 05,930909-4788,SE8902PPWW98772860378706
Gerd Engström,"Industrigatan 35, 82147 Skellefteå",+46 (0)8 275 218 05,930909-4788,SE8902KGKW94418589533102
Caroline Augustsson-Lundström,"Fabrikstorget 1, 65597 Varberg",+46 (0)843 698 27,680614-2714,SE8902NDNF66999896167036
Bianca Lindblom Lundholm,"Kvarngränd 69, 13262 Varberg",+46 (0)96 93 59 93,500206-8012,SE8902CRSS40381676939810
Bianca Lindblom Lundholm,"Kvarngränd 69, 13262 Varberg",+46 (0)96 93 59 93,500206-8012,SE8902IJXT82994168359885
Maria Ibrahim-Andersson,"Parkvägen 16, 83828 Borås",+46 (0)39 54 28 14,050423-5748,SE8902EIVL83005400001223
Maria Ibrahim-Andersson,"Parkvägen 16, 83828 Borås",+46 (0)39 54 28 14,050423-5748,SE8902PZCA35121401839568
Eva Mattsson,"Storvägen 06, 91163 Karlskrona",08-061 740 25,521109-8503,SE8902ZKWI27970311269453
Eva Mattsson,"Storvägen 06, 91163 Karlskrona",08-061 740 25,521109-8503,SE8902NTNP14578431863584
Eva Mattsson,"Storvägen 06, 91163 Karlskrona",08-061 740 25,521109-8503,SE8902ZXNT43964170095616
Eva Mattsson,"Storvägen 06, 91163 Karlskrona",08-061 740 25,521109-8503,SE8902PMGE79875782306269
Karin Lindström,"Strandgränd 0, 61776 Lund",0421-650 40,650310-2326,SE8902ZLSU38152589670591
Karin Lindström,"Strandgränd 0, 61776 Lund",0421-650 40,650310-2326,SE8902HONR88805902495744
Margareta Lind Johansson,"Industrigatan 190, 52508 Eskilstuna",+46 (0)8 323 518 55,050518-7609,SE8902URPK98604539614332
Ingegärd Jafari,"Åkergränd 980, 67398 Göteborg",08-67 99 90,930313-2816,SE8902VVHD02124428119755
Ingegärd Jafari,"Åkergränd 980, 67398 Göteborg",08-67 99 90,930313-2816,SE8902RADR87006342899524
Ingegärd Jafari,"Åkergränd 980, 67398 Göteborg",08-67 99 90,930313-2816,SE8902OYJT34170407089732
Åsa Liljegren,"Åkervägen 34, 86297 Stockholm",0043-05 50 92,590628-0481,SE8902PJWK44681020687650
Åsa Liljegren,"Åkervägen 34, 86297 Stockholm",0043-05 50 92,590628-0481,SE8902FIYI65713456085419
Eva Winberg,"Backvägen 538, 16046 Karlskrona",+46 (0)8 398 677 80,001124-8465,SE8902DTEK22648718248964
Elise Lind,"Skogsgatan 336, 57008 Malmö",+46 (0)8 054 763 20,060209-9418,SE8902FICR14070523465802
Elise Lind,"Skogsgatan 336, 57008 Malmö",+46 (0)8 054 763 20,060209-9418,SE8902PXIA25659169563589
Camilla Andersson-Jönsson,"Kvarnvägen 191, 75981 Västerås",0888-04 25 88,380112-2023,SE8902VHSV79689453378952
Camilla Andersson-Jönsson,"Kvarnvägen 191, 75981 Västerås",0888-04 25 88,380112-2023,SE8902MPBO43811251290635
Camilla Andersson-Jönsson,"Kvarnvägen 191, 75981 Västerås",0888-04 25 88,380112-2023,SE8902MYQL34957281599288
Margareta Jonsson,"Trädgårdsgränd 5, 59274 Linköping",+46 (0)8 819 895 90,650727-1655,SE8902VNHD54512853285972
Margareta Jonsson,"Trädgårdsgränd 5, 59274 Linköping",+46 (0)8 819 895 90,650727-1655,SE8902KEKK45865323405335
Elisabeth Andersson Ahmed,"Aspgatan 6, 92117 Malmö",0076-73 68 15,901021-7504,SE8902UYJX99302103272039
Pia Jakobsson,"Parkgränd 62, 55647 Linköping",0676-991 45,440206-7419,SE8902KDSG83463231121147
Pia Jakobsson,"Parkgränd 62, 55647 Linköping",0676-991 45,440206-7419,SE8902SIBQ50255597675436
Anna Jonsson,"Idrottsvägen 1, 43373 Gävle",020-31 11 03,990901-3741,SE8902BMKH85223506006202
Anna Jonsson,"Idrottsvägen 1, 43373 Gävle",020-31 11 03,990901-3741,SE8902EZTC75119444974184
Marie Hedström-Nielsen,"Idrottsvägen 157, 14230 Alingsås",+46 (0)8 108 497 99,841027-4875,SE8902CKGN30870859139458
Marie Hedström-Nielsen,"Idrottsvägen 157, 14230 Alingsås",+46 (0)8 108 497 99,841027-4875,SE8902WOOQ92936756940323
Amanda Svensson,"Ringvägen 35, 19412 Alingsås",+46 (0)8 854 934 81,051122-1905,SE8902BPIH50545754424014
Amanda Svensson,"Ringvägen 35, 19412 Alingsås",+46 (0)8 854 934 81,051122-1905,SE8902BUFK96017750284452
Amanda Svensson,"Ringvägen 35, 19412 Alingsås",+46 (0)8 854 934 81,051122-1905,SE8902YRET73295289384684
Viola Andersson,"Bäcktorget 85, 40458 Borlänge",0585-180 97,050505-9402,SE8902HFHU31704470752933
Karin Bolin,"Järnvägsstigen 1, 15363 Skövde",+46 (0)61 55 99 32,860718-1511,SE8902WYZH34225739755531
Alice Magnusson,"Kyrkostigen 94, 32426 Växjö",0563-84 33 77,971214-0574,SE8902OGWJ63648618729293
Alice Magnusson,"Kyrkostigen 94, 32426 Växjö",0563-84 33 77,971214-0574,SE8902VGPJ13283714502732
Jessica Ingvarsson-Svensson,"Kyrkovägen 150, 24062 Västerås",08-55 78 33,900502-3974,SE8902HNEX22691384731427
Jessica Ingvarsson-Svensson,"Kyrkovägen 150, 24062 Västerås",08-55 78 33,900502-3974,SE8902GTCY42439402519574
Johanna Karlsson,"Järnvägsgränd 581, 20747 Göteborg",08-99 51 91,391120-5965,SE8902DFKR38338296804804
Elsa Henriksson,"Gentorget 6, 91203 Örebro",090-716 70 26,750410-5359,SE8902ZKDX10421013051508
Melina Westerberg,"Villagatan 753, 19112 Skellefteå",+46 (0)015 506 27,810830-5791,SE8902TEDR45835438693366
Alice Nord,"Storvägen 30, 40234 Norrköping",08-781 207 28,370512-6294,SE8902MYAF41015004761281
Alice Nord,"Storvägen 30, 40234 Norrköping",08-781 207 28,370512-6294,SE8902PVXY58023203281779
Charlotte Pettersson,"Åkervägen 88, 61772 Uppsala",08-22 21 94,450406-4793,SE8902PYFF43584356710088
Sofia Ahmed,"Bäcktorget 09, 73599 Göteborg",048-150 77 49,600428-5208,SE8902IRFB61133327098904
Sofia Ahmed,"Bäcktorget 09, 73599 Göteborg",048-150 77 49,600428-5208,SE8902GVND24279884047603
Elsa Jonasson,"Björkvägen 389, 94834 Västerås",0282-552 66,641211-2184,SE8902GPFA36799720094528
Elsa Jonasson,"Björkvägen 389, 94834 Västerås",0282-552 66,641211-2184,SE8902ELZB18739033043345
Elsa Jonasson,"Björkvägen 389, 94834 Västerås",0282-552 66,641211-2184,SE8902OBCC22148300299730
Maria Lundqvist,"Skolgatan 823, 72093 Skellefteå",057-78 57 38,991102-1559,SE8902KQRN41891711634501
Maria Lundqvist,"Skolgatan 823, 72093 Skellefteå",057-78 57 38,991102-1559,SE8902TXBS45532244433160
Victoria Jacobsson,"Strandgatan 5, 70551 Karlstad",050-038 29 95,470505-6606,SE8902PZQX69639639708835
Irene Olsson,"Bäckgatan 9, 13325 Malmö",+46 (0)31 22 84 60,030826-0629,SE8902LABO06656289958645
Carolina Jonsson,"Parkgatan 63, 17865 Malmö",+46 (0)488 943 65,971224-8153,SE8902NWKO97194135840750
Maja Bergman,"Parkgränd 3, 86200 Södertälje",+46 (0)97 96 59 12,630829-2041,SE8902YNTC12900038333806
Maja Bergman,"Parkgränd 3, 86200 Södertälje",+46 (0)97 96 59 12,630829-2041,SE8902MDNZ07631736710862
Maja Bergman,"Parkgränd 3, 86200 Södertälje",+46 (0)97 96 59 12,630829-2041,SE8902IVOY96214540391916
Cecilia Nilsson,"Järnvägsgränd 539, 96680 Stockholm",0805-703 95,401109-3913,SE8902SWVE72958035221697
Cecilia Nilsson,"Järnvägsgränd 539, 96680 Stockholm",0805-703 95,401109-3913,SE8902SGIP19540925094856
Jessica Håkansson,"Strandgatan 668, 53682 Falun",+46 (0)062 199 93,740521-7188,SE8902JIYN03010915300655
Christina Svensson,"Nystigen 7, 97922 Landskrona",045-885 96 11,030123-7368,SE8902WLVP30891623838570
Anne Bergsten-Hansson,"Kyrkgatan 23, 57072 Borlänge",048-519 32 23,011221-6668,SE8902SBJA55969190091622
Anne Bergsten-Hansson,"Kyrkgatan 23, 57072 Borlänge",048-519 32 23,011221-6668,SE8902ORYE96835562318363
Laura Blomberg,"Industritorget 2, 63022 Skellefteå",+46 (0)83 10 38 46,370621-5740,SE8902BXXL03349007588184
Signe Lundgren,"Bäckvägen 50, 83380 Falun",069-83 48 97,640828-1761,SE8902RJTH18457848498362
Inez Petersson Johansson,"Ekgatan 5, 45749 Östersund",078-828 13 62,970923-3457,SE8902SWUO93445136998779
Maria Hellberg,"Bäckgränd 0, 55104 Luleå",08-247 535 85,640809-0972,SE8902BJJW80700710146306
Johanna Johansson,"Ekvägen 47, 78604 Landskrona",004-70 98 98,700912-3162,SE8902GUSC80195518315292
Sofia Viklund,"Villastigen 8, 49854 Kristianstad",08-322 60 00,760927-9935,SE8902FIPA10724498284430
Sofia Viklund,"Villastigen 8, 49854 Kristianstad",08-322 60 00,760927-9935,SE8902BGCD93558191440631
Sofia Viklund,"Villastigen 8, 49854 Kristianstad",08-322 60 00,760927-9935,SE8902TTPM98746572032527
Sofia Viklund,"Villastigen 8, 49854 Kristianstad",08-322 60 00,760927-9935,SE8902UKZH07614450394210
Meja Sjöberg,"Skolgatan 204, 44374 Skellefteå",087-811 61 65,681019-3356,SE8902KSGF71738325166005
Edith Henriksson,"Skoltorget 456, 15046 Lidingö",+46 (0)8 002 730 78,910303-8197,SE8902HPWL04362782422482
Annie Jönsson,"Nystigen 6, 69137 Lidingö",08-108 94 09,660611-5696,SE8902QGCC57365439848735
Annie Jönsson,"Nystigen 6, 69137 Lidingö",08-108 94 09,660611-5696,SE8902CYID75986933756307
Anita Haraldsson,"Granstigen 567, 93764 Norrköping",08-191 677 09,360726-8475,SE8902CTTQ01840451140837
Anita Haraldsson,"Granstigen 567, 93764 Norrköping",08-191 677 09,360726-8475,SE8902YLGY52629721861522
Matilda Wang,"Kyrkostigen 44, 63844 Borlänge",08-916 07 31,711216-1208,SE8902XPAJ65991927702309
Hannele Svanberg,"Storstigen 8, 74946 Trollhättan",079-339 46 92,981029-2228,SE8902WMJJ51991398288050
Charlotte Persson,"Skogsgatan 82, 13285 Uppsala",+46 (0)38 93 06 61,780131-2534,SE8902ZXAW60732336695039
Charlotte Persson,"Skogsgatan 82, 13285 Uppsala",+46 (0)38 93 06 61,780131-2534,SE8902MDNM47158749964475
Charlotte Persson,"Skogsgatan 82, 13285 Uppsala",+46 (0)38 93 06 61,780131-2534,SE8902WZLH99859802593290
Vivianne Karlsson,"Skolstigen 101, 62861 Varberg",+46 (0)8 062 219 96,640530-4145,SE8902ROGS73958838242756
Kristina Persson,"Kvarngränd 4, 95179 Borlänge",0842-59 89 00,710212-9421,SE8902IZSA05856911089420
Kristina Persson,"Kvarngränd 4, 95179 Borlänge",0842-59 89 00,710212-9421,SE8902DLWG41019668778673
Kristina Persson,"Kvarngränd 4, 95179 Borlänge",0842-59 89 00,710212-9421,SE8902QUOF98062212973582
Eva Berggren,"Villastigen 05, 69658 Kristianstad",08-490 43 92,990314-4005,SE8902RYKE86473925510810
Eva Berggren,"Villastigen 05, 69658 Kristianstad",08-490 43 92,990314-4005,SE8902JOFM02128807446388
Eva Berggren,"Villastigen 05, 69658 Kristianstad",08-490 43 92,990314-4005,SE8902DUTF93039768635289
Eva Olsson,"Parkgatan 0, 18761 Trollhättan",+46 (0)932 927 29,930909-0083,SE8902DFTK58521301853667
Catharina Axelsson,"Parkgatan 34, 70607 Skövde",+46 (0)26 01 46 44,670927-6692,SE8902OYPA21905833997575
Catharina Axelsson,"Parkgatan 34, 70607 Skövde",+46 (0)26 01 46 44,670927-6692,SE8902CSUB76034349271801
Catharina Axelsson,"Parkgatan 34, 70607 Skövde",+46 (0)26 01 46 44,670927-6692,SE8902QOCB42246763060437
Ulla Engström,"Villagatan 65, 62227 Helsingborg",+46 (0)8 692 644 16,711027-4136,SE8902QLJV52414595084983
Ulla Engström,"Villagatan 65, 62227 Helsingborg",+46 (0)8 692 644 16,711027-4136,SE8902OKMI49108778323152
Ulla Engström,"Villagatan 65, 62227 Helsingborg",+46 (0)8 692 644 16,711027-4136,SE8902YKYW41454254853013
Klara Svensson,"Gengatan 55, 25120 Örnsköldsvik",08-28 57 54,360211-4864,SE8902KXZG04188160034505
Marie Nilsson,"Åkergatan 3, 81731 Nyköping",034-02 46 21,760501-9566,SE8902IRXM76402046933447
Kristina Nyberg Carlsson,"Järnvägstorget 9, 88483 Luleå",0874-98 12 14,660121-5905,SE8902ENIP08812598160608
Gertrud Ek Axelsson,"Järnvägsvägen 44, 64781 Luleå",08-86 82 32,750228-2010,SE8902MPNL50338015513966
Maria Persson,"Gengränd 26, 34674 Trollhättan",094-441 66 25,881102-6601,SE8902VEAH30336103124143
Ingrid Edin,"Backgatan 0, 59629 Varberg",08-95 41 80,410509-5394,SE8902NICP68801229126142
Sigrid Eriksson,"Ekvägen 30, 94324 Eskilstuna",+46 (0)193 242 25,800113-8802,SE8902ASTC98288493218479
Sigrid Eriksson,"Ekvägen 30, 94324 Eskilstuna",+46 (0)193 242 25,800113-8802,SE8902CESP64404653553503
Linnea Ekström,"Björkvägen 0, 17381 Helsingborg",08-161 858 64,670624-2580,SE8902MTMI06594570742956
Moa Jansson,"Kyrkostigen 4, 44670 Linköping",086-06 15 88,790125-4735,SE8902HHIF82963758493406
Gudrun Eriksson-Berglund,"Trädgårdsstigen 5, 47920 Norrköping",+46 (0)169 711 12,890126-4294,SE8902ZQCP29856631445736
Majken Jacobsson,"Furugatan 99, 84313 Lidköping",0824-15 76 79,820814-2730,SE8902KRXX94302923264190
Hanna Eklund,"Villavägen 15, 25767 Nyköping",+46 (0)8 246 275 37,460425-2116,SE8902NCXM81961596971217
Hanna Eklund,"Villavägen 15, 25767 Nyköping",+46 (0)8 246 275 37,460425-2116,SE8902DODL93628976204056
Hanna Eklund,"Villavägen 15, 25767 Nyköping",+46 (0)8 246 275 37,460425-2116,SE8902XRJK40800627494760
Margaret Södergren,"Industrigränd 66, 42152 Motala",+46 (0)844 128 47,721001-1362,SE8902LZUK24908560499564
Margareta Gustafsson,"Fabrikstorget 83, 60199 Stockholm",+46 (0)8 544 597 22,861002-8584,SE8902JNXI63455067931159
Margareta Gustafsson,"Fabrikstorget 83, 60199 Stockholm",+46 (0)8 544 597 22,861002-8584,SE8902UBCU90744779272095
Margareta Carlsson Hansson,"Storstigen 2, 52616 Sundsvall",+46 (0)944 243 63,801224-6826,SE8902PXQH61449282091685
Margareta Carlsson Hansson,"Storstigen 2, 52616 Sundsvall",+46 (0)944 243 63,801224-6826,SE8902XRXK08656402257731
Therese Gustavsson,"Backtorget 87, 43093 Luleå",+46 (0)108 391 90,930420-7039,SE8902WEKU43448348357274
Therese Gustavsson,"Backtorget 87, 43093 Luleå",+46 (0)108 391 90,930420-7039,SE8902LVXU45645431379058
Therese Gustavsson,"Backtorget 87, 43093 Luleå",+46 (0)108 391 90,930420-7039,SE8902HWJY31693118100265
Therese Gustavsson,"Backtorget 87, 43093 Luleå",+46 (0)108 391 90,930420-7039,SE8902CUPW43936580619697
Helen Edlund Berg,"Björkgränd 671, 90494 Luleå",+46 (0)97 87 81 12,820908-1754,SE8902TVVW36796985465424
Helen Edlund Berg,"Björkgränd 671, 90494 Luleå",+46 (0)97 87 81 12,820908-1754,SE8902SSFH90772655677771
Helen Edlund Berg,"Björkgränd 671, 90494 Luleå",+46 (0)97 87 81 12,820908-1754,SE8902AWSW06663692036271
Anna Nilsson-Backman,"Parkgatan 8, 88982 Lidköping",+46 (0)8 077 722 19,740130-9294,SE8902NARF82423087494951
Josefina Wikström,"Kyrkvägen 917, 56070 Falun",+46 (0)217 941 82,370430-1245,SE8902SXPW11925151476639
Inger Wallin,"Aspgränd 053, 76649 Alingsås",+46 (0)57 14 21 20,990828-0408,SE8902BMPQ91677548950599
Inger Wallin,"Aspgränd 053, 76649 Alingsås",+46 (0)57 14 21 20,990828-0408,SE8902MWDF84512259931131
Annie Hägglund,"Nyvägen 450, 65663 Skövde",0283-37 45 67,680226-2789,SE8902UKGU22372539668767
Sofie Larsson Andersson,"Aspgränd 69, 53305 Östersund",084-781 82 27,880515-5291,SE8902MHLN19630671655118
Helene Hedström,"Aspvägen 629, 83358 Skövde",08-941 62 12,571108-1736,SE8902LHFZ29797803618611
Helene Hedström,"Aspvägen 629, 83358 Skövde",08-941 62 12,571108-1736,SE8902CSVI62856318176389
Sabina Strand Olsson,"Kyrkvägen 95, 30719 Trollhättan",0746-94 55 93,060421-6929,SE8902WDBD60546648364604
Sabina Strand Olsson,"Kyrkvägen 95, 30719 Trollhättan",0746-94 55 93,060421-6929,SE8902SWNN10932426317588
Sabina Strand Olsson,"Kyrkvägen 95, 30719 Trollhättan",0746-94 55 93,060421-6929,SE8902NHHE72558917992094
Sabina Strand Olsson,"Kyrkvägen 95, 30719 Trollhättan",0746-94 55 93,060421-6929,SE8902VCCV99038245497441
Lena Nyman-Jonsson,"Skolgatan 97, 74168 Piteå",087-69 38 07,860413-2715,SE8902APGC43049266646070
Lisbet Jansson,"Parkstigen 67, 85570 Luleå",+46 (0)051 622 52,550221-0403,SE8902CZTD12546658942322
Lisbet Jansson,"Parkstigen 67, 85570 Luleå",+46 (0)051 622 52,550221-0403,SE8902APAY62987238625378
Anette Jansson,"Trädgårdsstigen 5, 51326 Skövde",08-774 418 39,490201-1644,SE8902WAUN43737771587933
Anette Jansson,"Trädgårdsstigen 5, 51326 Skövde",08-774 418 39,490201-1644,SE8902DPEB81005169704748
Ida Eriksson,"Skolgatan 4, 28300 Stockholm",0455-13 76 11,451019-9856,SE8902URHJ34985941724410
Ida Eriksson,"Skolgatan 4, 28300 Stockholm",0455-13 76 11,451019-9856,SE8902CVCL15370228725883
Elsa Berglund,"Kyrkstigen 79, 90094 Kristianstad",+46 (0)12 84 22 58,900917-3072,SE8902OEOS78313478602616
Berit Björkman,"Parkgatan 044, 14967 Uddevalla",08-974 268 43,950429-5172,SE8902AJWV32643872763055
Gun Niklasson,"Gentorget 9, 65306 Malmö",0361-58 91 93,710405-8669,SE8902QSRT54181564209384
Jenny Eriksson,"Björktorget 3, 27791 Örebro",021-993 72 56,411202-7844,SE8902DLDV82611237215432
Jenny Eriksson,"Björktorget 3, 27791 Örebro",021-993 72 56,411202-7844,SE8902OFUZ18084827922281
Annie Fransson,"Strandgränd 31, 65785 Malmö",023-330 65 94,921225-4370,SE8902HJVZ84217032960804
Annie Fransson,"Strandgränd 31, 65785 Malmö",023-330 65 94,921225-4370,SE8902EWFT80524424320740
Emelie Backlund,"Skolstigen 639, 96377 Karlskoga",08-466 09 29,500101-4595,SE8902PKTE67668470216032
Emelie Backlund,"Skolstigen 639, 96377 Karlskoga",08-466 09 29,500101-4595,SE8902WEHA49020802174052
Mila Halvarsson,"Strandgatan 483, 49268 Linköping",029-303 79 30,610526-1124,SE8902IHIQ01435132647594
Mila Halvarsson,"Strandgatan 483, 49268 Linköping",029-303 79 30,610526-1124,SE8902IBVV34128276013571
Cecilia Johansson,"Kyrkostigen 2, 78637 Karlstad",08-926 40 06,550705-4368,SE8902YHAA89862840296588
Cecilia Johansson,"Kyrkostigen 2, 78637 Karlstad",08-926 40 06,550705-4368,SE8902WCAS00095564677686
Cecilia Johansson,"Kyrkostigen 2, 78637 Karlstad",08-926 40 06,550705-4368,SE8902SLFF12042336980310
Victoria Davidsson,"Genstigen 90, 10068 Ängelholm",08-25 00 75,440311-2644,SE8902UYYP95543648799468
Victoria Davidsson,"Genstigen 90, 10068 Ängelholm",08-25 00 75,440311-2644,SE8902MGEE43594824630478
Karin Andersson,"Skolgatan 657, 87881 Södertälje",+46 (0)11 81 21 32,390908-3481,SE8902ABCI09083135852362
Jennie Malmberg,"Ekvägen 581, 18769 Trollhättan",0379-542 29,351122-2345,SE8902ZRLY01940686977078
Maj-Britt Löfgren Norén,"Industrivägen 3, 53831 Norrköping",+46 (0)8 549 597 32,570430-7023,SE8902IRYW06007116098969
Selma Ali-Fredriksson,"Skolgatan 256, 53658 Trelleborg",010-22 04 94,491020-7085,SE8902FJRZ84678984239789
Selma Ali-Fredriksson,"Skolgatan 256, 53658 Trelleborg",010-22 04 94,491020-7085,SE8902YIGN27857962046337
Selma Ali-Fredriksson,"Skolgatan 256, 53658 Trelleborg",010-22 04 94,491020-7085,SE8902OZFC33666152893075
Selma Ali-Fredriksson,"Skolgatan 256, 53658 Trelleborg",010-22 04 94,491020-7085,SE8902OIHB27056213134088
Gunilla Eriksson,"Granvägen 735, 53575 Piteå",+46 (0)782 082 10,590515-7490,SE8902WTAC98505915580906
Karin Johansson,"Industrigatan 9, 25727 Karlskoga",+46 (0)216 174 40,521204-1494,SE8902OOAX91747135211556
Maria Omar Nilsson,"Skogsgränd 96, 86641 Trelleborg",099-786 25 23,740504-1679,SE8902QAZG09127767648191
Ingrid Andersson,"Storvägen 096, 95614 Varberg",08-879 330 63,540906-8664,SE8902MSYM87908445878247
Ingrid Andersson,"Storvägen 096, 95614 Varberg",08-879 330 63,540906-8664,SE8902EYMA71424100155624
Therese Öberg,"Skogsvägen 81, 17113 Luleå",08-756 02 52,790626-1164,SE8902BLES31607704362507
Therese Öberg,"Skogsvägen 81, 17113 Luleå",08-756 02 52,790626-1164,SE8902BOUY59686528226898
Therese Öberg,"Skogsvägen 81, 17113 Luleå",08-756 02 52,790626-1164,SE8902BSSA60062094533254
Linn Andersson,"Järnvägsvägen 738, 52604 Falun",08-29 92 93,920825-3444,SE8902DSQM48924442124429
Linn Andersson,"Järnvägsvägen 738, 52604 Falun",08-29 92 93,920825-3444,SE8902JYGS54214996159876
Linn Andersson,"Järnvägsvägen 738, 52604 Falun",08-29 92 93,920825-3444,SE8902BYQJ37348110142026
Susanna Lindberg,"Åkerstigen 11, 46589 Umeå",002-663 74 97,971129-8167,SE8902ALDV54212317929105
Julia Werner,"Grantorget 45, 53420 Västerås",08-211 83 16,970622-9151,SE8902KXIU12156687445452
Nathalie Emanuelsson,"Strandstigen 04, 29872 Örebro",0777-331 05,450814-7529,SE8902DCOL79443022999607
Lisa Andersson,"Järnvägstorget 8, 11777 Östersund",+46 (0)98 52 32 11,570303-8983,SE8902WDKF51923308180325
Inger Kristoffersson,"Backvägen 49, 38683 Eskilstuna",020-500 78 61,970611-0088,SE8902VIKA99543892665225
Inger Kristoffersson,"Backvägen 49, 38683 Eskilstuna",020-500 78 61,970611-0088,SE8902XASW23908035149090
Filippa Liljegren,"Bäckvägen 2, 62046 Umeå",+46 (0)214 521 58,980125-3346,SE8902LOMD27700424580738
Filippa Liljegren,"Bäckvägen 2, 62046 Umeå",+46 (0)214 521 58,980125-3346,SE8902FVGG87573402757274
Josefine Sandström Olsson,"Skolgränd 92, 33309 Kalmar",073-546 35 96,921120-3188,SE8902TJHH19935980929357
Josefine Sandström Olsson,"Skolgränd 92, 33309 Kalmar",073-546 35 96,921120-3188,SE8902NVEJ65099549553660
Birgitta Eliasson,"Bäckvägen 098, 65770 Sandviken",019-22 97 31,880427-9779,SE8902JZHV12697549891051
Linnea Johansson,"Parktorget 92, 67676 Sandviken",066-14 94 48,060113-7854,SE8902ZLVI45179367688001
Linnea Johansson,"Parktorget 92, 67676 Sandviken",066-14 94 48,060113-7854,SE8902XWWW09616108807673
Linnea Johansson,"Parktorget 92, 67676 Sandviken",066-14 94 48,060113-7854,SE8902BRVY69326643951697
Linnea Johansson,"Parktorget 92, 67676 Sandviken",066-14 94 48,060113-7854,SE8902MSKE80853252217521
Linnea Johansson,"Parktorget 92, 67676 Sandviken",066-14 94 48,060113-7854,SE8902SUWJ79265934405849
Magdalena Broman-Sjöström,"Skolvägen 9, 21814 Uppsala",08-16 82 45,380518-6412,SE8902HMRC51048208656533
Elise Eriksson,"Stationsgatan 609, 33139 Nyköping",08-30 54 51,790403-8986,SE8902VQJB24905491378975
Isabell Ahmadi,"Fabriksgatan 20, 12589 Karlskrona",0841-67 34 90,060102-5166,SE8902GBVS77049275938256
Hanna Berglund,"Parkvägen 0, 53237 Luleå",08-430 58 26,990703-1620,SE8902UDZX28475532786645
Nathalie Brännström-Larsson,"Genvägen 081, 36960 Eskilstuna",08-347 31 98,970408-6090,SE8902XMGO31169796156422
Gudrun Ahmed-Ahlström,"Fabrikstorget 243, 54045 Luleå",082-478 01 63,531216-1515,SE8902POFT31781505407261
Evelina Börjesson,"Trädgårdsstigen 976, 79079 Sundsvall",0942-713 64,520626-3864,SE8902CERX42574406023385
Evelina Börjesson,"Trädgårdsstigen 976, 79079 Sundsvall",0942-713 64,520626-3864,SE8902LQCY97132597903653
Olivia Lindblad-Karlsson,"Backtorget 4, 26755 Lidingö",095-849 65 36,440810-3366,SE8902SXJH60642659203512
Olivia Lindblad-Karlsson,"Backtorget 4, 26755 Lidingö",095-849 65 36,440810-3366,SE8902UDDT61255542548403
Olivia Lindblad-Karlsson,"Backtorget 4, 26755 Lidingö",095-849 65 36,440810-3366,SE8902LPEN96181569053804
Maja Nilsson,"Industrivägen 500, 55876 Norrköping",+46 (0)8 838 168 29,700501-1981,SE8902RMSO47297381276093
